0,0.754283,0.67821
1,2.19945,0.152199
2,0.898667,1.76668
3,3.91718,1.84681
4,3.22455,2.37296
5,6.10416,5.74687
6,6.96796,5.50434
7,7.53228,8.00423
8,10.4932,9.73347
9,9.84708,7.38299
10,11.2776,7.93904
11,12.2406,11.8134
12,10.7159,10.5522
13,14.1732,10.3838
14,15.3675,15.8249
15,17.1257,16.014
16,16.472,17.4356
17,19.0779,15.8839
18,18.8124,17.8683
19,18.4529,19.1238
20,22.5235,20.2911
21,19.8733,20.9866
22,23.2706,21.6965
23,22.1005,24.7303
24,23.9745,24.4066
25,26.9224,24.27
26,24.8034,24.4429
27,27.6284,27.4561
28,29.379,27.2951
29,27.8069,28.5446
30,30.2747,29.6808
31,32.0904,31.708
32,31.2141,32.4135
33,34.2554,33.6118
34,34.0074,34.487
35,37.8318,36.8406
36,35.2584,36.4726
37,37.2849,37.2185
38,39.2066,37.4818
39,39.2024,40.4839
40,40.8403,40.3563
41,39.9524,39.977
42,40.6791,41.9806
43,44.2842,44.1927
44,43.3095,45.5024
45,44.861,46.3672
46,44.9691,46.9895
47,46.3311,45.7451
48,48.6691,48.7711
49,48.0129,46.5131
50,49.6821,50.0388
51,51.8674,51.7182
52,52.4203,50.8105
53,53.9333,54.1429
54,54.1382,55.7447
55,54.5026,54.8297
56,57.06,57.002
57,55.5935,57.8113
58,57.4131,58.9722
59,57.6287,59.0387
60,60.4892,61.1893
61,60.9372,60.9464
62,62.1964,61.591
63,64.5135,63.325
64,64.4769,62.9531
65,65.2977,64.1
66,66.2253,65.3527
67,65.5668,68.578
68,67.0526,67.9055
69,71.0804,67.6996
70,70.3837,70.2995
71,70.3354,70.0844
72,70.7945,73.4829
73,71.1835,73.9591
74,73.9009,74.9356
75,73.7574,74.2622
76,75.6371,75.3726
77,77.3182,75.9798
78,74.6391,78.0209
79,80.0862,78.7405
80,80.3981,79.9076
81,81.0177,80.127
82,81.3535,82.514
83,82.1985,86.2022
84,85.6776,84.7482
85,86.0516,86.6242
86,85.7015,84.5735
87,86.9833,88.4593
88,89.1053,88.6999
89,88.1862,90.1181
90,91.287,91.4929
91,89.593,90.8801
92,92.8507,92.2204
93,93.8405,92.8177
94,91.5306,95.0628
95,94.79,94.7571
96,96.6229,96.709
97,95.5629,96.5605
98,98.1583,96.1174
99,98.5964,100.153
